2025-06-02 18:04:34,776 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_180434.txt ---
2025-06-02 18:04:44,133 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,134 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,187 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,187 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,297 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,298 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,405 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,406 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,516 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,517 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,629 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,629 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,736 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,736 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,844 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,844 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:44,955 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:44,956 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,060 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,061 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,173 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,174 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,284 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,285 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,393 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,394 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,498 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,499 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,610 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,610 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,716 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,716 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,827 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,828 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:45,938 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:45,939 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:46,045 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,045 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:46,157 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,158 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:46,264 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,265 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:46,375 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,376 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:46,484 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,485 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:04:46,593 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,593 [INFO] Emulador: PID=rpm, valor=909
2025-06-02 18:04:46,593 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:46,704 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,704 [INFO] Emulador: PID=rpm, valor=927
2025-06-02 18:04:46,704 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:46,809 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,809 [INFO] Emulador: PID=rpm, valor=827
2025-06-02 18:04:46,809 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:46,923 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:46,924 [INFO] Emulador: PID=rpm, valor=884
2025-06-02 18:04:46,924 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,028 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,028 [INFO] Emulador: PID=rpm, valor=823
2025-06-02 18:04:47,028 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,140 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,140 [INFO] Emulador: PID=rpm, valor=828
2025-06-02 18:04:47,140 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,247 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,247 [INFO] Emulador: PID=rpm, valor=859
2025-06-02 18:04:47,247 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,358 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,358 [INFO] Emulador: PID=rpm, valor=846
2025-06-02 18:04:47,358 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,466 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,466 [INFO] Emulador: PID=rpm, valor=817
2025-06-02 18:04:47,466 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,576 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,576 [INFO] Emulador: PID=rpm, valor=881
2025-06-02 18:04:47,576 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,684 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,685 [INFO] Emulador: PID=rpm, valor=844
2025-06-02 18:04:47,685 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,796 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,796 [INFO] Emulador: PID=rpm, valor=892
2025-06-02 18:04:47,796 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:47,906 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:47,906 [INFO] Emulador: PID=rpm, valor=824
2025-06-02 18:04:47,906 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:48,014 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:04:48,014 [INFO] Emulador: PID=rpm, valor=885
2025-06-02 18:04:48,014 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:04:48,123 [INFO] Emulador: PID=010C, valor=
