2025-06-02 17:38:29,254 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_173829.txt ---
2025-06-02 17:38:31,946 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:31,946 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,046 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,046 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,154 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,154 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,265 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,266 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,378 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,379 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,481 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,481 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,594 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,596 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,703 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,703 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:32,811 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,811 [INFO] Emulador: PID=rpm, valor=888
2025-06-02 17:38:32,811 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:32,918 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:32,918 [INFO] Emulador: PID=rpm, valor=943
2025-06-02 17:38:32,918 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,030 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,030 [INFO] Emulador: PID=rpm, valor=831
2025-06-02 17:38:33,030 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,143 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,143 [INFO] Emulador: PID=rpm, valor=888
2025-06-02 17:38:33,143 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,250 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,250 [INFO] Emulador: PID=rpm, valor=907
2025-06-02 17:38:33,250 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,360 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,360 [INFO] Emulador: PID=rpm, valor=870
2025-06-02 17:38:33,360 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,468 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,468 [INFO] Emulador: PID=rpm, valor=897
2025-06-02 17:38:33,468 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,580 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,580 [INFO] Emulador: PID=rpm, valor=841
2025-06-02 17:38:33,581 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,694 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,694 [INFO] Emulador: PID=rpm, valor=898
2025-06-02 17:38:33,694 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,800 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,800 [INFO] Emulador: PID=rpm, valor=918
2025-06-02 17:38:33,800 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:33,903 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:33,903 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:33,903 [INFO] Emulador: PID=rpm, valor=852
2025-06-02 17:38:33,904 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,013 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,013 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,013 [INFO] Emulador: PID=rpm, valor=923
2025-06-02 17:38:34,013 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,124 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,124 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,124 [INFO] Emulador: PID=rpm, valor=845
2025-06-02 17:38:34,124 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,233 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,234 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,234 [INFO] Emulador: PID=rpm, valor=831
2025-06-02 17:38:34,234 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,345 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,346 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,346 [INFO] Emulador: PID=rpm, valor=945
2025-06-02 17:38:34,346 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,452 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,453 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,453 [INFO] Emulador: PID=rpm, valor=949
2025-06-02 17:38:34,453 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,564 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,564 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,564 [INFO] Emulador: PID=rpm, valor=885
2025-06-02 17:38:34,564 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,668 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,668 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,668 [INFO] Emulador: PID=rpm, valor=871
2025-06-02 17:38:34,668 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,780 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,780 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:34,781 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,781 [INFO] Emulador: PID=rpm, valor=844
2025-06-02 17:38:34,781 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:34,894 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:34,894 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:34,894 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:34,894 [INFO] Emulador: PID=rpm, valor=848
2025-06-02 17:38:34,894 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,000 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,000 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,000 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,001 [INFO] Emulador: PID=rpm, valor=860
2025-06-02 17:38:35,001 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,110 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,110 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,111 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,111 [INFO] Emulador: PID=rpm, valor=880
2025-06-02 17:38:35,111 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,219 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,220 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,221 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,221 [INFO] Emulador: PID=rpm, valor=821
2025-06-02 17:38:35,221 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,326 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,327 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,327 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,327 [INFO] Emulador: PID=rpm, valor=946
2025-06-02 17:38:35,327 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,436 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,437 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,438 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,438 [INFO] Emulador: PID=rpm, valor=837
2025-06-02 17:38:35,438 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,547 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,547 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,548 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,548 [INFO] Emulador: PID=rpm, valor=890
2025-06-02 17:38:35,548 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,658 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,658 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,659 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,659 [INFO] Emulador: PID=rpm, valor=921
2025-06-02 17:38:35,659 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,765 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,766 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,766 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,766 [INFO] Emulador: PID=rpm, valor=813
2025-06-02 17:38:35,766 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,876 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,877 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,877 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,877 [INFO] Emulador: PID=rpm, valor=889
2025-06-02 17:38:35,877 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:35,981 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:35,981 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:35,981 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:35,982 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:38:35,982 [INFO] Emulador: PID=rpm, valor=900
2025-06-02 17:38:35,982 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:36,093 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:36,093 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:36,094 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:36,094 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:38:36,094 [INFO] Emulador: PID=rpm, valor=940
2025-06-02 17:38:36,094 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:36,205 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:36,206 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:36,206 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:36,206 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:38:36,206 [INFO] Emulador: PID=rpm, valor=892
2025-06-02 17:38:36,206 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:36,313 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:36,313 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:36,313 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:36,314 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:38:36,314 [INFO] Emulador: PID=rpm, valor=844
2025-06-02 17:38:36,314 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:36,424 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:36,424 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:36,425 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:38:36,425 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:38:36,425 [INFO] Emulador: PID=rpm, valor=858
2025-06-02 17:38:36,425 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:38:36,530 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:38:36,531 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:38:36,531 [INFO] Emulador: PID=0105, valor=
