2025-06-02 17:35:59,785 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_173559.txt ---
2025-06-02 17:36:02,923 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:02,924 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,002 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,003 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,118 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,118 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,219 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,219 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,325 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,326 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,438 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,438 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,548 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,548 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,653 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,653 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,764 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,765 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,874 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,874 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:03,984 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:03,985 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:04,089 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,091 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:04,202 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,202 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:04,309 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,312 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:04,428 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,429 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:04,533 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,533 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:04,639 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,639 [INFO] Emulador: PID=rpm, valor=909
2025-06-02 17:36:04,640 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:04,748 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,748 [INFO] Emulador: PID=rpm, valor=840
2025-06-02 17:36:04,748 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:04,857 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,857 [INFO] Emulador: PID=rpm, valor=881
2025-06-02 17:36:04,857 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:04,967 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:04,967 [INFO] Emulador: PID=rpm, valor=861
2025-06-02 17:36:04,967 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,083 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,083 [INFO] Emulador: PID=rpm, valor=881
2025-06-02 17:36:05,083 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,184 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,185 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,185 [INFO] Emulador: PID=rpm, valor=902
2025-06-02 17:36:05,185 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,298 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,298 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,298 [INFO] Emulador: PID=rpm, valor=937
2025-06-02 17:36:05,298 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,403 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,403 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,403 [INFO] Emulador: PID=rpm, valor=909
2025-06-02 17:36:05,403 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,516 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,516 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,516 [INFO] Emulador: PID=rpm, valor=909
2025-06-02 17:36:05,516 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,620 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,621 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,621 [INFO] Emulador: PID=rpm, valor=882
2025-06-02 17:36:05,621 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,732 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,733 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,733 [INFO] Emulador: PID=rpm, valor=909
2025-06-02 17:36:05,733 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,841 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,841 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,841 [INFO] Emulador: PID=rpm, valor=886
2025-06-02 17:36:05,841 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:05,953 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:05,954 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:05,954 [INFO] Emulador: PID=rpm, valor=809
2025-06-02 17:36:05,954 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,065 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,065 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,065 [INFO] Emulador: PID=rpm, valor=826
2025-06-02 17:36:06,065 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,168 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,169 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,169 [INFO] Emulador: PID=rpm, valor=940
2025-06-02 17:36:06,169 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,282 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,283 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,283 [INFO] Emulador: PID=rpm, valor=918
2025-06-02 17:36:06,283 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,388 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,389 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:06,389 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,389 [INFO] Emulador: PID=rpm, valor=900
2025-06-02 17:36:06,389 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,498 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,499 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:06,499 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,499 [INFO] Emulador: PID=rpm, valor=849
2025-06-02 17:36:06,499 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,605 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,607 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:06,607 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,607 [INFO] Emulador: PID=rpm, valor=801
2025-06-02 17:36:06,607 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,717 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,717 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:06,718 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,718 [INFO] Emulador: PID=rpm, valor=817
2025-06-02 17:36:06,718 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,829 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,831 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:06,831 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,831 [INFO] Emulador: PID=rpm, valor=937
2025-06-02 17:36:06,831 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:06,936 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:06,936 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:06,936 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:06,936 [INFO] Emulador: PID=rpm, valor=800
2025-06-02 17:36:06,936 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,047 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,048 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,048 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,048 [INFO] Emulador: PID=rpm, valor=842
2025-06-02 17:36:07,048 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,153 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,154 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,154 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,154 [INFO] Emulador: PID=rpm, valor=877
2025-06-02 17:36:07,154 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,265 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,265 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,265 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,265 [INFO] Emulador: PID=rpm, valor=948
2025-06-02 17:36:07,266 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,379 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,379 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,379 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,381 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:07,381 [INFO] Emulador: PID=rpm, valor=812
2025-06-02 17:36:07,381 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,485 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,485 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,485 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,485 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:07,485 [INFO] Emulador: PID=rpm, valor=869
2025-06-02 17:36:07,485 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,597 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,597 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,597 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,599 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:07,599 [INFO] Emulador: PID=rpm, valor=950
2025-06-02 17:36:07,599 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,700 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,700 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,702 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,702 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:07,702 [INFO] Emulador: PID=rpm, valor=883
2025-06-02 17:36:07,702 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,813 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,814 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,815 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,815 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:07,815 [INFO] Emulador: PID=rpm, valor=923
2025-06-02 17:36:07,815 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:07,921 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:07,921 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:07,922 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:07,922 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:07,922 [INFO] Emulador: PID=rpm, valor=814
2025-06-02 17:36:07,922 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:08,030 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:08,030 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:08,030 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:08,031 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:08,031 [INFO] Emulador: PID=rpm, valor=897
2025-06-02 17:36:08,031 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:08,138 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:08,138 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:08,139 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:08,142 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:08,142 [INFO] Emulador: PID=rpm, valor=849
2025-06-02 17:36:08,142 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:08,248 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:08,249 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:08,249 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:08,249 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:08,249 [INFO] Emulador: PID=rpm, valor=813
2025-06-02 17:36:08,249 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:08,357 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:08,359 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:08,360 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:08,360 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:08,360 [INFO] Emulador: PID=rpm, valor=806
2025-06-02 17:36:08,361 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:08,471 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:36:08,471 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:36:08,471 [INFO] Emulador: PID=0105, valor=
2025-06-02 17:36:08,472 [INFO] Emulador: PID=0110, valor=
2025-06-02 17:36:08,472 [INFO] Emulador: PID=rpm, valor=869
2025-06-02 17:36:08,472 [INFO] Emulador: PID=vel, valor=0
2025-06-02 17:36:08,579 [INFO] Emulador: PID=010C, valor=
