timestamp,escenario,rpm,vel
2025-06-02 09:12:44,ralenti,,
2025-06-02 09:12:44,ralenti,,
2025-06-02 09:12:44,ralenti,,
2025-06-02 09:12:44,ralenti,,
2025-06-02 09:12:44,ralenti,,
2025-06-02 09:12:44,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:45,ralenti,,
2025-06-02 09:12:46,ralenti,,
2025-06-02 09:12:46,ralenti,,
2025-06-02 09:12:46,ralenti,926,0
2025-06-02 09:12:46,ralenti,934,0
2025-06-02 09:12:46,ralenti,943,0
2025-06-02 09:12:46,ralenti,889,0
2025-06-02 09:12:46,ralenti,890,0
2025-06-02 09:12:46,ralenti,916,0
2025-06-02 09:12:46,ralenti,878,0
2025-06-02 09:12:47,ralenti,885,0
2025-06-02 09:12:47,ralenti,854,0
2025-06-02 09:12:47,ralenti,912,0
2025-06-02 09:12:47,ralenti,860,0
2025-06-02 09:12:47,ralenti,840,0
2025-06-02 09:12:47,ralenti,848,0
2025-06-02 09:12:47,ralenti,805,0
2025-06-02 09:12:47,ralenti,816,0
2025-06-02 09:12:47,ralenti,831,0
2025-06-02 09:12:48,ralenti,891,0
2025-06-02 09:12:48,ralenti,867,0
2025-06-02 09:12:48,ralenti,836,0
2025-06-02 09:12:48,ralenti,821,0
2025-06-02 09:12:48,ralenti,824,0
2025-06-02 09:12:48,ralenti,895,0
2025-06-02 09:12:48,ralenti,875,0
2025-06-02 09:12:48,ralenti,843,0
2025-06-02 09:12:48,ralenti,837,0
2025-06-02 09:12:49,ralenti,804,0
2025-06-02 09:12:49,ralenti,803,0
2025-06-02 09:12:49,ralenti,825,0
2025-06-02 09:12:49,ralenti,910,0
2025-06-02 09:12:49,ralenti,877,0
2025-06-02 09:12:49,ralenti,944,0
2025-06-02 09:12:49,ralenti,817,0
2025-06-02 09:12:49,ralenti,902,0
2025-06-02 09:12:49,ralenti,935,0
2025-06-02 09:12:50,ralenti,823,0
2025-06-02 09:12:50,ralenti,801,0
2025-06-02 09:12:50,ralenti,830,0
2025-06-02 09:12:50,ralenti,876,0
2025-06-02 09:12:50,ralenti,825,0
2025-06-02 09:12:50,ralenti,919,0
2025-06-02 09:12:50,ralenti,945,0
2025-06-02 09:12:50,ralenti,893,0
2025-06-02 09:12:50,ralenti,920,0
2025-06-02 09:12:51,ralenti,892,0
2025-06-02 09:12:51,ralenti,813,0
