2025-06-02 18:17:32,644 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_181732.txt ---
2025-06-02 18:17:49,350 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,350 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:49,444 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,445 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:49,545 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,545 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:49,653 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,654 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:49,766 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,767 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:49,878 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,878 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:49,986 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:49,986 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,093 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,093 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,201 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,202 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,310 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,310 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,424 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,425 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,533 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,533 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,642 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,642 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,750 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,751 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,859 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,860 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:50,965 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:50,967 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,079 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,080 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,191 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,192 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,298 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,298 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,409 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,409 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,516 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,516 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,625 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,625 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,732 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,732 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,843 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,844 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:51,956 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:51,957 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,067 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,067 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,180 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,180 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,285 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,287 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,396 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,396 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,513 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,513 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,614 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,614 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,716 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,716 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,837 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,838 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:52,933 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:17:52,935 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:17:53,044 [INFO] Emulador: PID=010C, valor=
