timestamp,010C,010D,0105,0110,0111,012F,rpm,vel
2025-06-01 22:58:21,8,1,,,,,,
2025-06-01 22:58:21,98,78,,,,,,
2025-06-01 22:58:21,35,36,,,,,,
2025-06-01 22:58:21,43,42,,,,,,
2025-06-01 22:58:21,7,26,,,,,,
2025-06-01 22:58:21,96,16,,,,,,
2025-06-01 22:58:21,38,82,,,,,,
2025-06-01 22:58:22,100,29,,,,,,
2025-06-01 22:58:22,16,55,,,,,,
2025-06-01 22:58:22,23,15,,,,,,
2025-06-01 22:58:22,68,28,,,,,,
2025-06-01 22:58:22,49,93,,,,,,
2025-06-01 22:58:22,39,84,,,,,,
2025-06-01 22:58:22,27,99,,,,,,
2025-06-01 22:58:22,47,38,,,,,,
2025-06-01 22:58:22,56,92,,,,,,
2025-06-01 22:58:23,27,19,,,,,,
2025-06-01 22:58:23,75,48,,,,,,
2025-06-01 22:58:23,31,55,,,,,,
2025-06-01 22:58:23,26,39,,,,,,
2025-06-01 22:58:23,83,80,,,,,,
2025-06-01 22:58:23,73,23,,,,,,
2025-06-01 22:58:23,75,21,,,,,,
2025-06-01 22:58:23,76,21,,,,,,
2025-06-01 22:58:23,56,88,,,,,,
2025-06-01 22:58:24,7,87,,,,,,
2025-06-01 22:58:24,54,24,,,,,,
2025-06-01 22:58:24,74,6,,,,,,
2025-06-01 22:58:24,63,75,,,,,,
2025-06-01 22:58:24,21,30,,,,,,
2025-06-01 22:58:24,47,70,,,,,,
2025-06-01 22:58:24,1,53,,,,,,
2025-06-01 22:58:24,83,63,,,,,,
2025-06-01 22:58:24,93,30,,,,,,
2025-06-01 22:58:25,66,5,,,,,,
2025-06-01 22:58:25,84,,,,,,796,115
2025-06-01 22:58:25,37,,,,,,754,1
2025-06-01 22:58:25,81,,,,,,774,18
2025-06-01 22:58:25,42,,,,,,950,15
2025-06-01 22:58:25,94,,,,,,922,6
2025-06-01 22:58:25,8,,,,,,810,73
2025-06-01 22:58:25,77,,,,,,795,1
2025-06-01 22:58:25,87,,,,,,790,109
2025-06-01 22:58:25,40,,,,,,797,94
2025-06-01 22:58:26,18,,,,,,807,53
2025-06-01 22:58:26,3,,,,,,804,55
2025-06-01 22:58:26,12,,,,,,777,24
2025-06-01 22:58:26,39,,,,,,796,111
2025-06-01 22:58:26,20,,,,,,817,47
2025-06-01 22:58:26,38,,,,,,922,110
2025-06-01 22:58:26,23,,,,,,910,102
2025-06-01 22:58:26,91,,,,,,910,7
2025-06-01 22:58:26,29,,,,,,786,29
2025-06-01 22:58:27,18,,,,,,849,72
2025-06-01 22:58:27,9,,60,,,,776,53
2025-06-01 22:58:27,70,,13,,,,843,11
2025-06-01 22:58:27,14,,18,,,,950,93
2025-06-01 22:58:27,85,,41,,,,923,94
2025-06-01 22:58:27,91,,22,,,,825,35
2025-06-01 22:58:27,100,,0,,,,933,59
2025-06-01 22:58:27,23,,61,,,,762,65
2025-06-01 22:58:27,51,,32,,,,852,77
2025-06-01 22:58:28,14,,9,,,,754,8
2025-06-01 22:58:28,50,,15,,,,864,57
2025-06-01 22:58:28,63,,28,,,,753,0
2025-06-01 22:58:28,75,,17,,,,886,71
2025-06-01 22:58:28,43,,49,,53,,909,21
2025-06-01 22:58:28,30,,19,,14,,908,87
2025-06-01 22:58:28,14,,78,,9,,791,84
2025-06-01 22:58:28,27,,4,,43,,758,84
2025-06-01 22:58:28,64,,0,,65,,858,34
2025-06-01 22:58:29,39,,49,,78,,841,52
2025-06-01 22:58:29,25,,44,,40,,876,108
2025-06-01 22:58:29,90,,31,,86,,931,38
2025-06-01 22:58:29,43,,25,,52,,780,21
2025-06-01 22:58:29,69,,1,,61,,792,73
2025-06-01 22:58:29,10,,57,,51,,885,76
2025-06-01 22:58:29,39,,32,,63,,858,96
2025-06-01 22:58:29,24,,30,,0,,949,35
2025-06-01 22:58:29,92,,88,,55,,896,63
2025-06-01 22:58:30,90,25,22,,61,,792,98
2025-06-01 22:58:30,1,32,84,,37,,928,85
2025-06-01 22:58:30,52,71,27,,31,,800,15
2025-06-01 22:58:30,26,69,25,,18,,946,110
2025-06-01 22:58:30,36,86,12,,57,,933,49
2025-06-01 22:58:30,96,66,28,,32,,851,64
2025-06-01 22:58:30,76,57,89,,80,,946,11
2025-06-01 22:58:30,12,44,28,,18,,796,46
2025-06-01 22:58:30,23,18,8,,78,,798,4
2025-06-01 22:58:31,95,96,26,,86,,766,60
2025-06-01 22:58:31,98,51,87,,90,,808,27
2025-06-01 22:58:31,19,89,85,,66,,823,6
2025-06-01 22:58:31,56,4,85,,43,,875,27
2025-06-01 22:58:31,35,10,0,,8,,851,96
