2025-06-02 18:16:10,059 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_181610.txt ---
2025-06-02 18:16:11,661 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:11,662 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:11,754 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:11,754 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:11,863 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:11,864 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:11,992 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:11,992 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,077 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,079 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,276 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,276 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,305 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,306 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,408 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,409 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,518 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,518 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,625 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,626 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,773 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,774 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,846 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,847 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:12,961 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:12,961 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,066 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,067 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,175 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,175 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,396 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,397 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,510 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,511 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,608 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,609 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,721 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,721 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,836 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,837 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:13,936 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:16:13,937 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:16:14,044 [INFO] Emulador: PID=010C, valor=
