timestamp,rpm,vel
2025-06-02 07:29:25,,
2025-06-02 07:29:25,,
2025-06-02 07:29:25,,
2025-06-02 07:29:25,,
2025-06-02 07:29:25,,
2025-06-02 07:29:25,,
2025-06-02 07:29:25,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:26,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:27,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:28,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:29,,
2025-06-02 07:29:30,879,120
2025-06-02 07:29:30,779,57
2025-06-02 07:29:30,940,21
2025-06-02 07:29:30,753,90
2025-06-02 07:29:30,921,81
2025-06-02 07:29:30,859,53
2025-06-02 07:29:30,922,96
2025-06-02 07:29:30,828,81
2025-06-02 07:29:30,884,78
2025-06-02 07:29:31,949,84
2025-06-02 07:29:31,761,79
2025-06-02 07:29:31,826,22
2025-06-02 07:29:31,862,22
2025-06-02 07:29:31,841,22
2025-06-02 07:29:31,899,78
2025-06-02 07:29:31,936,110
2025-06-02 07:29:31,897,44
2025-06-02 07:29:31,880,32
2025-06-02 07:29:32,893,31
2025-06-02 07:29:32,882,99
2025-06-02 07:29:32,910,105
2025-06-02 07:29:32,847,68
2025-06-02 07:29:32,858,63
2025-06-02 07:29:32,814,68
2025-06-02 07:29:32,887,18
2025-06-02 07:29:32,819,61
2025-06-02 07:29:32,757,9
2025-06-02 07:29:33,912,63
2025-06-02 07:29:33,807,52
2025-06-02 07:29:33,819,7
2025-06-02 07:29:33,843,1
2025-06-02 07:29:33,773,10
2025-06-02 07:29:33,945,13
2025-06-02 07:29:33,814,46
2025-06-02 07:29:33,845,5
2025-06-02 07:29:33,846,47
2025-06-02 07:29:33,782,112
2025-06-02 07:29:34,774,97
2025-06-02 07:29:34,807,60
2025-06-02 07:29:34,869,55
2025-06-02 07:29:34,907,44
2025-06-02 07:29:34,899,114
2025-06-02 07:29:34,858,115
2025-06-02 07:29:34,856,65
2025-06-02 07:29:34,916,70
2025-06-02 07:29:34,860,77
2025-06-02 07:29:35,878,118
2025-06-02 07:29:35,893,23
2025-06-02 07:29:35,863,81
2025-06-02 07:29:35,926,73
2025-06-02 07:29:35,883,94
2025-06-02 07:29:35,921,50
2025-06-02 07:29:35,841,63
2025-06-02 07:29:35,929,6
2025-06-02 07:29:35,907,61
2025-06-02 07:29:36,816,3
2025-06-02 07:29:36,792,2
2025-06-02 07:29:36,861,107
2025-06-02 07:29:36,811,77
2025-06-02 07:29:36,762,61
2025-06-02 07:29:36,766,67
2025-06-02 07:29:36,757,95
2025-06-02 07:29:36,850,87
2025-06-02 07:29:36,764,18
2025-06-02 07:29:37,774,82
2025-06-02 07:29:37,932,87
2025-06-02 07:29:37,947,23
2025-06-02 07:29:37,943,49
2025-06-02 07:29:37,936,81
2025-06-02 07:29:37,880,55
2025-06-02 07:29:37,759,114
2025-06-02 07:29:37,797,106
2025-06-02 07:29:37,793,88
2025-06-02 07:29:38,771,116
2025-06-02 07:29:38,877,46
2025-06-02 07:29:38,802,31
2025-06-02 07:29:38,835,36
2025-06-02 07:29:38,860,86
2025-06-02 07:29:38,770,26
2025-06-02 07:29:38,823,18
2025-06-02 07:29:38,927,107
2025-06-02 07:29:38,848,52
2025-06-02 07:29:39,925,16
2025-06-02 07:29:39,863,48
2025-06-02 07:29:39,833,70
2025-06-02 07:29:39,784,82
2025-06-02 07:29:39,794,119
2025-06-02 07:29:39,790,78
2025-06-02 07:29:39,770,19
2025-06-02 07:29:39,852,89
2025-06-02 07:29:39,803,13
2025-06-02 07:29:39,935,109
2025-06-02 07:29:40,843,55
2025-06-02 07:29:40,762,112
2025-06-02 07:29:40,922,33
2025-06-02 07:29:40,809,5
2025-06-02 07:29:40,818,6
2025-06-02 07:29:40,923,65
2025-06-02 07:29:40,910,3
2025-06-02 07:29:40,784,60
2025-06-02 07:29:40,942,86
2025-06-02 07:29:41,943,4
2025-06-02 07:29:41,914,31
2025-06-02 07:29:41,911,54
2025-06-02 07:29:41,908,113
2025-06-02 07:29:41,761,12
2025-06-02 07:29:41,782,11
2025-06-02 07:29:41,904,50
2025-06-02 07:29:41,778,16
2025-06-02 07:29:41,940,0
2025-06-02 07:29:42,941,4
2025-06-02 07:29:42,885,92
2025-06-02 07:29:42,886,62
2025-06-02 07:29:42,754,60
2025-06-02 07:29:42,796,21
2025-06-02 07:29:42,774,94
2025-06-02 07:29:42,877,96
2025-06-02 07:29:42,805,10
2025-06-02 07:29:42,925,52
2025-06-02 07:29:43,876,102
2025-06-02 07:29:43,838,75
2025-06-02 07:29:43,930,22
2025-06-02 07:29:43,913,113
2025-06-02 07:29:43,925,26
2025-06-02 07:29:43,783,120
2025-06-02 07:29:43,808,51
2025-06-02 07:29:43,,6
2025-06-02 07:29:43,,103
2025-06-02 07:29:44,,4
2025-06-02 07:29:44,,120
2025-06-02 07:29:44,,71
2025-06-02 07:29:44,,91
2025-06-02 07:29:44,,4
2025-06-02 07:29:44,,23
2025-06-02 07:29:44,,32
2025-06-02 07:29:44,,91
2025-06-02 07:29:44,,84
2025-06-02 07:29:45,,57
2025-06-02 07:29:45,,113
2025-06-02 07:29:45,,46
2025-06-02 07:29:45,,
2025-06-02 07:29:45,,
2025-06-02 07:29:45,,
2025-06-02 07:29:45,,
2025-06-02 07:29:45,,
2025-06-02 07:29:45,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:46,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:47,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:48,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:49,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:50,,
2025-06-02 07:29:51,,
2025-06-02 07:29:51,,
