timestamp,escenario,rpm,vel
2025-06-02 11:43:32,ralenti,936,0
2025-06-02 11:43:32,ralenti,884,0
2025-06-02 11:43:33,ralenti,860,0
2025-06-02 11:43:33,ralenti,942,0
2025-06-02 11:43:33,ralenti,889,0
2025-06-02 11:43:33,ralenti,846,0
2025-06-02 11:43:33,ralenti,938,0
2025-06-02 11:43:33,ralenti,804,0
2025-06-02 11:43:33,ralenti,813,0
2025-06-02 11:43:33,ralenti,909,0
2025-06-02 11:43:33,ralenti,866,0
2025-06-02 11:43:34,ralenti,884,0
2025-06-02 11:43:34,ralenti,915,0
2025-06-02 11:43:34,ralenti,854,0
2025-06-02 11:43:34,ralenti,853,0
2025-06-02 11:43:34,ralenti,923,0
2025-06-02 11:43:34,ralenti,840,0
2025-06-02 11:43:34,ralenti,930,0
2025-06-02 11:43:34,ralenti,906,0
2025-06-02 11:43:34,ralenti,849,0
2025-06-02 11:43:34,ralenti,808,0
2025-06-02 11:43:35,ralenti,872,0
2025-06-02 11:43:35,ralenti,930,0
2025-06-02 11:43:35,ralenti,871,0
2025-06-02 11:43:35,ralenti,832,0
2025-06-02 11:43:35,ralenti,940,0
2025-06-02 11:43:35,ralenti,947,0
2025-06-02 11:43:35,ralenti,944,0
2025-06-02 11:43:35,ralenti,858,0
2025-06-02 11:43:35,ralenti,924,0
2025-06-02 11:43:36,ralenti,911,0
2025-06-02 11:43:36,ralenti,810,0
2025-06-02 11:43:36,ralenti,846,0
2025-06-02 11:43:36,ralenti,836,0
2025-06-02 11:43:36,ralenti,935,0
2025-06-02 11:43:36,ralenti,900,0
2025-06-02 11:43:36,ralenti,824,0
2025-06-02 11:43:36,ralenti,919,0
2025-06-02 11:43:36,ralenti,800,0
2025-06-02 11:43:37,ralenti,904,0
2025-06-02 11:43:37,ralenti,870,0
2025-06-02 11:43:37,ralenti,892,0
2025-06-02 11:43:37,ralenti,875,0
2025-06-02 11:43:37,ralenti,856,0
2025-06-02 11:43:37,ralenti,940,0
2025-06-02 11:43:37,ralenti,801,0
2025-06-02 11:43:37,ralenti,817,0
2025-06-02 11:43:38,ralenti,803,0
2025-06-02 11:43:38,ralenti,865,0
2025-06-02 11:43:38,ralenti,811,0
2025-06-02 11:43:38,ralenti,867,0
2025-06-02 11:43:38,ralenti,950,0
2025-06-02 11:43:38,ralenti,870,0
2025-06-02 11:43:38,ralenti,821,0
2025-06-02 11:43:38,ralenti,852,0
2025-06-02 11:43:38,ralenti,946,0
2025-06-02 11:43:39,ralenti,855,0
2025-06-02 11:43:39,ralenti,821,0
2025-06-02 11:43:39,ralenti,933,0
2025-06-02 11:43:39,ralenti,840,0
2025-06-02 11:43:39,ralenti,808,0
2025-06-02 11:43:39,ralenti,937,0
2025-06-02 11:43:39,ralenti,851,0
2025-06-02 11:43:39,ralenti,867,0
2025-06-02 11:43:39,ralenti,817,0
2025-06-02 11:43:40,ralenti,921,0
2025-06-02 11:43:40,ralenti,841,0
2025-06-02 11:43:40,ralenti,854,0
2025-06-02 11:43:40,ralenti,885,0
2025-06-02 11:43:40,ralenti,810,0
2025-06-02 11:43:40,ralenti,822,0
2025-06-02 11:43:40,ralenti,836,0
2025-06-02 11:43:40,ralenti,840,0
2025-06-02 11:43:40,ralenti,884,0
2025-06-02 11:43:41,ralenti,893,0
2025-06-02 11:43:41,ralenti,829,0
2025-06-02 11:43:41,ralenti,905,0
2025-06-02 11:43:41,ralenti,816,0
2025-06-02 11:43:41,ralenti,864,0
2025-06-02 11:43:41,ralenti,867,0
2025-06-02 11:43:41,ralenti,822,0
2025-06-02 11:43:41,ralenti,854,0
2025-06-02 11:43:41,ralenti,827,0
2025-06-02 11:43:41,ralenti,907,0
2025-06-02 11:43:42,ralenti,887,0
2025-06-02 11:43:42,ralenti,852,0
2025-06-02 11:43:42,ralenti,890,0
2025-06-02 11:43:42,ralenti,820,0
2025-06-02 11:43:42,ralenti,817,0
2025-06-02 11:43:42,ralenti,861,0
2025-06-02 11:43:42,ralenti,840,0
2025-06-02 11:43:42,ralenti,812,0
2025-06-02 11:43:42,ralenti,814,0
2025-06-02 11:43:43,ralenti,884,0
2025-06-02 11:43:43,ralenti,822,0
2025-06-02 11:43:43,ralenti,898,0
2025-06-02 11:43:43,ralenti,915,0
2025-06-02 11:43:43,ralenti,917,0
2025-06-02 11:43:43,ralenti,832,0
2025-06-02 11:43:43,ralenti,874,0
2025-06-02 11:43:43,ralenti,854,0
2025-06-02 11:43:43,ralenti,874,0
2025-06-02 11:43:44,ralenti,864,0
2025-06-02 11:43:44,ralenti,837,0
2025-06-02 11:43:44,ralenti,811,0
