2025-06-02 18:10:59,044 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_181059.txt ---
2025-06-02 18:11:01,509 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:01,511 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:01,609 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:01,609 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:01,734 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:01,735 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:01,827 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:01,827 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:01,942 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:01,943 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,048 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,048 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,160 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,160 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,268 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,268 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,375 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,375 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,482 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,483 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,593 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,593 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,707 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,708 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,810 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,810 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:02,924 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:02,924 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,029 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,029 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,141 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,141 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,253 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,254 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,364 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,364 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,474 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,474 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,579 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,580 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,686 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,686 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,795 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,795 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:03,907 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:03,908 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,021 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:04,022 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,129 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:11:04,129 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,239 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,239 [INFO] Emulador: PID=rpm, valor=822
2025-06-02 18:11:04,239 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:04,341 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,341 [INFO] Emulador: PID=rpm, valor=815
2025-06-02 18:11:04,341 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:04,452 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,452 [INFO] Emulador: PID=rpm, valor=884
2025-06-02 18:11:04,454 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:04,562 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,562 [INFO] Emulador: PID=rpm, valor=881
2025-06-02 18:11:04,562 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:04,674 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,674 [INFO] Emulador: PID=rpm, valor=851
2025-06-02 18:11:04,674 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:04,787 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,787 [INFO] Emulador: PID=rpm, valor=878
2025-06-02 18:11:04,787 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:04,894 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:04,894 [INFO] Emulador: PID=rpm, valor=887
2025-06-02 18:11:04,894 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,005 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,005 [INFO] Emulador: PID=rpm, valor=849
2025-06-02 18:11:05,005 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,107 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,107 [INFO] Emulador: PID=rpm, valor=902
2025-06-02 18:11:05,107 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,221 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,221 [INFO] Emulador: PID=rpm, valor=804
2025-06-02 18:11:05,221 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,330 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,330 [INFO] Emulador: PID=rpm, valor=810
2025-06-02 18:11:05,330 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,442 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,442 [INFO] Emulador: PID=rpm, valor=804
2025-06-02 18:11:05,442 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,552 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,552 [INFO] Emulador: PID=rpm, valor=871
2025-06-02 18:11:05,552 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,654 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,654 [INFO] Emulador: PID=rpm, valor=828
2025-06-02 18:11:05,654 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,763 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,763 [INFO] Emulador: PID=rpm, valor=836
2025-06-02 18:11:05,763 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,874 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,874 [INFO] Emulador: PID=rpm, valor=856
2025-06-02 18:11:05,874 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:05,988 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:05,989 [INFO] Emulador: PID=rpm, valor=919
2025-06-02 18:11:05,989 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,096 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,096 [INFO] Emulador: PID=rpm, valor=902
2025-06-02 18:11:06,096 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,206 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,206 [INFO] Emulador: PID=rpm, valor=883
2025-06-02 18:11:06,206 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,317 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,317 [INFO] Emulador: PID=rpm, valor=905
2025-06-02 18:11:06,317 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,420 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,420 [INFO] Emulador: PID=rpm, valor=854
2025-06-02 18:11:06,420 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,530 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,530 [INFO] Emulador: PID=rpm, valor=844
2025-06-02 18:11:06,530 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,642 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,642 [INFO] Emulador: PID=rpm, valor=810
2025-06-02 18:11:06,642 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,752 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,752 [INFO] Emulador: PID=rpm, valor=891
2025-06-02 18:11:06,752 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,859 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,859 [INFO] Emulador: PID=rpm, valor=921
2025-06-02 18:11:06,859 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:06,970 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:06,970 [INFO] Emulador: PID=rpm, valor=868
2025-06-02 18:11:06,970 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:07,073 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:07,075 [INFO] Emulador: PID=rpm, valor=806
2025-06-02 18:11:07,075 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:07,187 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:07,187 [INFO] Emulador: PID=rpm, valor=842
2025-06-02 18:11:07,187 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:07,296 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:07,296 [INFO] Emulador: PID=rpm, valor=890
2025-06-02 18:11:07,296 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:07,405 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:07,405 [INFO] Emulador: PID=rpm, valor=872
2025-06-02 18:11:07,405 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:07,519 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:11:07,519 [INFO] Emulador: PID=rpm, valor=948
2025-06-02 18:11:07,519 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:11:07,623 [INFO] Emulador: PID=010D, valor=
