timestamp,escenario,rpm,vel
2025-06-02 08:31:16,ralenti,,
2025-06-02 08:31:16,ralenti,,
2025-06-02 08:31:16,ralenti,,
2025-06-02 08:31:16,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:17,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:18,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:19,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:20,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:21,ralenti,,
2025-06-02 08:31:22,ralenti,,
2025-06-02 08:31:22,ralenti,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:22,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:23,crucero,,
2025-06-02 08:31:24,crucero,,
2025-06-02 08:31:24,crucero,1918,102
2025-06-02 08:31:24,crucero,2413,99
2025-06-02 08:31:24,crucero,2290,95
2025-06-02 08:31:24,crucero,2022,112
2025-06-02 08:31:24,crucero,2465,116
2025-06-02 08:31:24,crucero,1843,97
2025-06-02 08:31:24,crucero,1885,108
