2025-06-02 17:22:17,802 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_172217.txt ---
2025-06-02 17:22:24,416 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:24,418 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:24,471 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:24,472 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:24,582 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:24,583 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:24,699 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:24,700 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:24,799 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:24,799 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:24,904 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:24,905 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,015 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,015 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,132 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,132 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,234 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,234 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,349 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,349 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,452 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,452 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,562 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,562 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,673 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,673 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,785 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,785 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,898 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,898 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:25,998 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:25,998 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,110 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,111 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,216 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,216 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,331 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,332 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,442 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,444 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,552 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,552 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,663 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,664 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,764 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,765 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,872 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,872 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:26,983 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:26,983 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:27,097 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:27,097 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:27,211 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:27,211 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:27,317 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:27,317 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:27,419 [INFO] Emulador: PID=010C, valor=
2025-06-02 17:22:27,419 [INFO] Emulador: PID=010D, valor=
2025-06-02 17:22:27,529 [INFO] Emulador: PID=010C, valor=
