2025-06-02 18:24:35,563 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_182435.txt ---
2025-06-02 18:24:37,424 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:37,425 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:37,505 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:37,505 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:37,617 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:37,617 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:37,738 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:37,739 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:37,814 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:37,826 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:37,929 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:37,931 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,151 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,152 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,281 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,282 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,362 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,363 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,466 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,466 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,582 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,583 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,693 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,694 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,801 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,801 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:38,902 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:38,902 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:39,016 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,016 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:39,122 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,123 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:39,239 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,241 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:24:39,346 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,346 [INFO] Emulador: PID=rpm, valor=924
2025-06-02 18:24:39,346 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:39,450 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,450 [INFO] Emulador: PID=rpm, valor=888
2025-06-02 18:24:39,450 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:39,563 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,563 [INFO] Emulador: PID=rpm, valor=806
2025-06-02 18:24:39,563 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:39,670 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,670 [INFO] Emulador: PID=rpm, valor=900
2025-06-02 18:24:39,670 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:39,780 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,780 [INFO] Emulador: PID=rpm, valor=809
2025-06-02 18:24:39,780 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:39,895 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:39,895 [INFO] Emulador: PID=rpm, valor=841
2025-06-02 18:24:39,895 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:40,004 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:40,005 [INFO] Emulador: PID=rpm, valor=869
2025-06-02 18:24:40,005 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:40,110 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:40,110 [INFO] Emulador: PID=rpm, valor=813
2025-06-02 18:24:40,110 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:40,226 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:40,226 [INFO] Emulador: PID=rpm, valor=827
2025-06-02 18:24:40,226 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:40,327 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:40,327 [INFO] Emulador: PID=0105, valor=73
2025-06-02 18:24:40,328 [INFO] Emulador: PID=rpm, valor=846
2025-06-02 18:24:40,328 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:24:40,434 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:24:40,434 [INFO] Emulador: PID=0105, valor=72
2025-06-02 18:24:40,434 [INFO] Emulador: PID=rpm, valor=946
