2025-06-02 18:22:05,110 [INFO] --- INICIO DE SESIÓN OBD-II: log_20250602_182205.txt ---
2025-06-02 18:22:07,009 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,009 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,023 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,025 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,127 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,127 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,337 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,338 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,357 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,357 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,461 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,462 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,558 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,559 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,671 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,671 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:07,923 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:07,923 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,009 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,010 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,108 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,109 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,221 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,221 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,326 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,327 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,439 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,439 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,553 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,553 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,658 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,659 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,770 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,770 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,908 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,908 [INFO] Emulador: PID=010D, valor=
2025-06-02 18:22:08,988 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:08,988 [INFO] Emulador: PID=rpm, valor=857
2025-06-02 18:22:08,988 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:22:09,091 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:09,091 [INFO] Emulador: PID=rpm, valor=938
2025-06-02 18:22:09,091 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:22:09,206 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:09,206 [INFO] Emulador: PID=rpm, valor=874
2025-06-02 18:22:09,206 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:22:09,309 [INFO] Emulador: PID=010C, valor=
2025-06-02 18:22:09,309 [INFO] Emulador: PID=rpm, valor=886
2025-06-02 18:22:09,309 [INFO] Emulador: PID=vel, valor=0
2025-06-02 18:22:09,419 [INFO] Emulador: PID=010C, valor=
