timestamp,escenario,rpm,vel
2025-06-02 10:58:24,ralenti,942,0
2025-06-02 10:58:24,ralenti,802,0
2025-06-02 10:58:24,ralenti,912,0
2025-06-02 10:58:24,ralenti,933,0
2025-06-02 10:58:24,ralenti,800,0
2025-06-02 10:58:24,ralenti,940,0
2025-06-02 10:58:24,ralenti,890,0
2025-06-02 10:58:24,ralenti,920,0
2025-06-02 10:58:25,ralenti,830,0
2025-06-02 10:58:25,ralenti,858,0
2025-06-02 10:58:25,ralenti,926,0
2025-06-02 10:58:25,ralenti,815,0
2025-06-02 10:58:25,ralenti,890,0
2025-06-02 10:58:25,ralenti,943,0
2025-06-02 10:58:25,ralenti,945,0
2025-06-02 10:58:25,ralenti,877,0
2025-06-02 10:58:25,ralenti,929,0
2025-06-02 10:58:26,ralenti,946,0
2025-06-02 10:58:26,ralenti,846,0
2025-06-02 10:58:26,ralenti,822,0
2025-06-02 10:58:26,ralenti,943,0
2025-06-02 10:58:26,ralenti,826,0
2025-06-02 10:58:26,ralenti,829,0
2025-06-02 10:58:26,ralenti,802,0
2025-06-02 10:58:26,ralenti,899,0
2025-06-02 10:58:26,ralenti,911,0
2025-06-02 10:58:27,ralenti,940,0
2025-06-02 10:58:27,ralenti,813,0
2025-06-02 10:58:27,ralenti,818,0
2025-06-02 10:58:27,ralenti,819,0
2025-06-02 10:58:27,ralenti,820,0
2025-06-02 10:58:27,ralenti,810,0
2025-06-02 10:58:27,ralenti,915,0
2025-06-02 10:58:27,ralenti,950,0
2025-06-02 10:58:27,ralenti,942,0
2025-06-02 10:58:28,ralenti,847,0
2025-06-02 10:58:28,ralenti,934,0
2025-06-02 10:58:28,ralenti,876,0
2025-06-02 10:58:28,ralenti,858,0
2025-06-02 10:58:28,ralenti,856,0
2025-06-02 10:58:28,ralenti,949,0
2025-06-02 10:58:28,ralenti,800,0
2025-06-02 10:58:28,ralenti,892,0
2025-06-02 10:58:28,ralenti,857,0
2025-06-02 10:58:28,ralenti,947,0
2025-06-02 10:58:29,ralenti,922,0
2025-06-02 10:58:29,ralenti,867,0
2025-06-02 10:58:29,ralenti,919,0
2025-06-02 10:58:29,ralenti,860,0
2025-06-02 10:58:29,ralenti,822,0
2025-06-02 10:58:29,ralenti,844,0
2025-06-02 10:58:29,ralenti,949,0
2025-06-02 10:58:29,ralenti,802,0
2025-06-02 10:58:29,ralenti,847,0
2025-06-02 10:58:30,ralenti,822,0
2025-06-02 10:58:30,ralenti,908,0
2025-06-02 10:58:30,ralenti,911,0
2025-06-02 10:58:30,ralenti,898,0
2025-06-02 10:58:30,ralenti,836,0
2025-06-02 10:58:30,ralenti,826,0
2025-06-02 10:58:30,ralenti,887,0
2025-06-02 10:58:30,ralenti,885,0
2025-06-02 10:58:30,ralenti,860,0
2025-06-02 10:58:31,ralenti,917,0
2025-06-02 10:58:31,ralenti,814,0
2025-06-02 10:58:31,ralenti,923,0
2025-06-02 10:58:31,ralenti,912,0
2025-06-02 10:58:31,ralenti,934,0
2025-06-02 10:58:31,ralenti,863,0
2025-06-02 10:58:31,ralenti,908,0
2025-06-02 10:58:31,ralenti,825,0
2025-06-02 10:58:31,ralenti,939,0
2025-06-02 10:58:32,ralenti,804,0
2025-06-02 10:58:32,ralenti,920,0
2025-06-02 10:58:32,ralenti,810,0
2025-06-02 10:58:32,ralenti,902,0
2025-06-02 10:58:32,ralenti,803,0
2025-06-02 10:58:32,ralenti,825,0
2025-06-02 10:58:32,ralenti,933,0
2025-06-02 10:58:32,ralenti,912,0
2025-06-02 10:58:32,ralenti,843,0
2025-06-02 10:58:33,ralenti,910,0
2025-06-02 10:58:33,ralenti,829,0
2025-06-02 10:58:33,ralenti,865,0
2025-06-02 10:58:33,ralenti,854,0
2025-06-02 10:58:33,ralenti,932,0
2025-06-02 10:58:33,ralenti,843,0
2025-06-02 10:58:33,ralenti,802,0
2025-06-02 10:58:33,ralenti,806,0
2025-06-02 10:58:33,ralenti,911,0
2025-06-02 10:58:34,ralenti,810,0
2025-06-02 10:58:34,ralenti,911,0
2025-06-02 10:58:34,ralenti,836,0
2025-06-02 10:58:34,ralenti,935,0
2025-06-02 10:58:34,ralenti,840,0
2025-06-02 10:58:34,ralenti,877,0
2025-06-02 10:58:34,ralenti,882,0
2025-06-02 10:58:34,ralenti,841,0
2025-06-02 10:58:34,ralenti,904,0
2025-06-02 10:58:35,ralenti,806,0
2025-06-02 10:58:35,ralenti,909,0
2025-06-02 10:58:35,ralenti,934,0
2025-06-02 10:58:35,ralenti,804,0
2025-06-02 10:58:35,ralenti,862,0
2025-06-02 10:58:35,ralenti,829,0
2025-06-02 10:58:35,ralenti,941,0
2025-06-02 10:58:35,ralenti,898,0
2025-06-02 10:58:35,ralenti,826,0
2025-06-02 10:58:35,ralenti,888,0
2025-06-02 10:58:36,ralenti,835,0
2025-06-02 10:58:36,ralenti,912,0
2025-06-02 10:58:36,ralenti,847,0
2025-06-02 10:58:36,ralenti,900,0
2025-06-02 10:58:36,ralenti,904,0
2025-06-02 10:58:36,ralenti,808,0
2025-06-02 10:58:36,ralenti,946,0
2025-06-02 10:58:36,ralenti,861,0
2025-06-02 10:58:36,ralenti,882,0
2025-06-02 10:58:37,ralenti,909,0
2025-06-02 10:58:37,ralenti,918,0
2025-06-02 10:58:37,ralenti,879,0
2025-06-02 10:58:37,ralenti,801,0
2025-06-02 10:58:37,ralenti,929,0
2025-06-02 10:58:37,ralenti,909,0
2025-06-02 10:58:37,ralenti,829,0
2025-06-02 10:58:37,ralenti,848,0
2025-06-02 10:58:37,ralenti,831,0
2025-06-02 10:58:38,ralenti,882,0
2025-06-02 10:58:38,ralenti,873,0
2025-06-02 10:58:38,ralenti,932,0
2025-06-02 10:58:38,ralenti,904,0
2025-06-02 10:58:38,ralenti,948,0
2025-06-02 10:58:38,ralenti,803,0
2025-06-02 10:58:38,ralenti,894,0
2025-06-02 10:58:38,ralenti,856,0
2025-06-02 10:58:38,ralenti,923,0
2025-06-02 10:58:39,ralenti,817,0
2025-06-02 10:58:39,ralenti,922,0
2025-06-02 10:58:39,ralenti,802,0
2025-06-02 10:58:39,ralenti,823,0
2025-06-02 10:58:39,ralenti,933,0
2025-06-02 10:58:39,ralenti,910,0
2025-06-02 10:58:39,ralenti,897,0
2025-06-02 10:58:39,ralenti,919,0
2025-06-02 10:58:39,ralenti,912,0
2025-06-02 10:58:40,ralenti,835,0
2025-06-02 10:58:40,ralenti,874,0
2025-06-02 10:58:40,ralenti,925,0
2025-06-02 10:58:40,ralenti,890,0
2025-06-02 10:58:40,ralenti,825,0
2025-06-02 10:58:40,ralenti,864,0
2025-06-02 10:58:40,ralenti,862,0
2025-06-02 10:58:40,ralenti,829,0
2025-06-02 10:58:40,ralenti,896,0
2025-06-02 10:58:41,ralenti,864,0
2025-06-02 10:58:41,ralenti,891,0
2025-06-02 10:58:41,ralenti,949,0
2025-06-02 10:58:41,ralenti,872,0
2025-06-02 10:58:41,ralenti,805,0
2025-06-02 10:58:41,ralenti,917,0
2025-06-02 10:58:41,ralenti,894,0
2025-06-02 10:58:41,ralenti,950,0
2025-06-02 10:58:41,ralenti,929,0
2025-06-02 10:58:42,ciudad,880,0
2025-06-02 10:58:42,ciudad,860,0
2025-06-02 10:58:42,ciudad,928,0
2025-06-02 10:58:42,ciudad,817,0
2025-06-02 10:58:42,ciudad,900,0
2025-06-02 10:58:42,ciudad,849,0
2025-06-02 10:58:42,ciudad,889,0
2025-06-02 10:58:42,ciudad,931,0
2025-06-02 10:58:42,ciudad,914,0
2025-06-02 10:58:42,ciudad,847,0
2025-06-02 10:58:43,ciudad,910,0
2025-06-02 10:58:43,ciudad,932,0
2025-06-02 10:58:43,ciudad,947,0
2025-06-02 10:58:43,ciudad,818,0
2025-06-02 10:58:43,ciudad,852,0
2025-06-02 10:58:43,ciudad,847,0
2025-06-02 10:58:43,ciudad,911,0
2025-06-02 10:58:43,ciudad,838,0
2025-06-02 10:58:43,ciudad,891,0
2025-06-02 10:58:44,ciudad,948,0
2025-06-02 10:58:44,ciudad,924,0
2025-06-02 10:58:44,ciudad,898,0
2025-06-02 10:58:44,ciudad,888,0
2025-06-02 10:58:44,ciudad,909,0
2025-06-02 10:58:44,ciudad,812,0
2025-06-02 10:58:44,ciudad,863,0
2025-06-02 10:58:44,ciudad,835,0
2025-06-02 10:58:44,ciudad,817,0
2025-06-02 10:58:45,ciudad,943,0
2025-06-02 10:58:45,ciudad,820,0
2025-06-02 10:58:45,ciudad,826,0
2025-06-02 10:58:45,ciudad,830,0
2025-06-02 10:58:45,ciudad,938,0
2025-06-02 10:58:45,ciudad,948,0
2025-06-02 10:58:45,ciudad,838,0
2025-06-02 10:58:45,ciudad,950,0
2025-06-02 10:58:45,ciudad,944,0
2025-06-02 10:58:46,ciudad,909,0
2025-06-02 10:58:46,ciudad,821,0
2025-06-02 10:58:46,crucero,2252,114
2025-06-02 10:58:46,crucero,2196,102
2025-06-02 10:58:46,crucero,2349,108
2025-06-02 10:58:46,crucero,2488,120
2025-06-02 10:58:46,crucero,1830,108
2025-06-02 10:58:46,crucero,2221,93
2025-06-02 10:58:46,crucero,2191,114
2025-06-02 10:58:47,crucero,2473,92
2025-06-02 10:58:47,crucero,2078,104
2025-06-02 10:58:47,crucero,2152,103
2025-06-02 10:58:47,crucero,1845,116
2025-06-02 10:58:47,crucero,2301,115
2025-06-02 10:58:47,crucero,2029,119
2025-06-02 10:58:47,crucero,2407,119
2025-06-02 10:58:47,crucero,2228,115
2025-06-02 10:58:47,crucero,2038,102
2025-06-02 10:58:48,crucero,1958,114
2025-06-02 10:58:48,crucero,2033,107
2025-06-02 10:58:48,crucero,1880,119
2025-06-02 10:58:48,crucero,2142,120
2025-06-02 10:58:48,crucero,2293,111
2025-06-02 10:58:48,crucero,2497,116
2025-06-02 10:58:48,crucero,2384,96
2025-06-02 10:58:48,crucero,2414,105
2025-06-02 10:58:48,crucero,2468,104
2025-06-02 10:58:49,crucero,1867,119
2025-06-02 10:58:49,crucero,1803,91
2025-06-02 10:58:49,crucero,2172,115
2025-06-02 10:58:49,crucero,2289,102
2025-06-02 10:58:49,crucero,2174,113
2025-06-02 10:58:49,crucero,1955,108
2025-06-02 10:58:49,crucero,2077,102
2025-06-02 10:58:49,crucero,1967,98
2025-06-02 10:58:49,crucero,2300,91
2025-06-02 10:58:49,crucero,2050,105
2025-06-02 10:58:50,crucero,2009,105
